pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-2000 b,TOI-2000,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.09836700,0.00001530,-0.00001530,0,,,,,2.471,0.188,-0.188,0,0.220,0.017,-0.017,0,,,,,,,,,,,,,,328.07,,,0,1185,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5400.00,283.30,-283.30,0,1.18,0.06,-0.06,0,,,,,,,,,,4.43,0.31,-0.31,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h45m35.30s,146.3970631,-66d41m11.87s,-66.6866307,175.7130000,0.7600000,-0.7540000,10.9840000,0.0120000,-0.0120000,9.3030010,0.0210000,-0.0210000,10.8542000,0.0003160,-0.0003160,2023-12-04,2017-07,2023-12-04
TOI-2000 b,TOI-2000,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,3.09833000,0.00002100,-0.00001900,0,0.042710,0.000760,-0.000670,0,2.700,0.150,-0.150,0,0.241,0.014,-0.014,0,11.00000,2.40000,-2.40000,0,0.03470,0.00770,-0.00750,0,Mass,0.000000,,,0,628.00,48.00,-43.00,0,1488,122,-160,0,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,,5611.00,85.00,-82.00,0,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0,0.439,0.041,-0.043,0,[Fe/H],4.36,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h45m35.30s,146.3970631,-66d41m11.87s,-66.6866307,175.7130000,0.7600000,-0.7540000,10.9840000,0.0120000,-0.0120000,9.3030010,0.0210000,-0.0210000,10.8542000,0.0003160,-0.0003160,2023-06-27,2023-06,2023-06-27
TOI-2000 c,TOI-2000,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,9.12705500,0.00000730,-0.00000720,0,0.087800,0.001600,-0.001400,0,8.140,0.310,-0.300,0,0.727,0.028,-0.027,0,81.70000,4.70000,-4.60000,0,0.25700,0.01500,-0.01400,0,Mass,0.063000,0.023000,-0.022000,0,149.00,12.00,-10.00,0,1038,84,-111,0,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,,5611.00,85.00,-82.00,0,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0,0.439,0.041,-0.043,0,[Fe/H],4.36,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h45m35.30s,146.3970631,-66d41m11.87s,-66.6866307,175.7130000,0.7600000,-0.7540000,10.9840000,0.0120000,-0.0120000,9.3030010,0.0210000,-0.0210000,10.8542000,0.0003160,-0.0003160,2023-06-27,2023-06,2023-06-27
TOI-2000 c,TOI-2000,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,9.12704250,0.00000840,-0.00000840,0,,,,,8.362,0.469,-0.469,0,0.746,0.042,-0.042,0,,,,,,,,,,,,,,167.22,,,0,1001,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5400.00,283.30,-283.30,0,1.18,0.06,-0.06,0,,,,,,,,,,4.43,0.31,-0.31,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h45m35.30s,146.3970631,-66d41m11.87s,-66.6866307,175.7130000,0.7600000,-0.7540000,10.9840000,0.0120000,-0.0120000,9.3030010,0.0210000,-0.0210000,10.8542000,0.0003160,-0.0003160,2023-12-04,2017-07,2023-12-04
TOI-2010 b,TOI-2010,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231110232M/abstract target=ref>Mann et al. 2023</a>,141.83402500,0.00006500,-0.00006600,0,0.551600,0.007800,-0.009300,0,11.814,0.303,-0.303,0,1.054,0.027,-0.027,0,408.72733,17.48056,-18.11622,0,1.28600,0.05500,-0.05700,0,Mass,0.212000,0.022000,-0.021000,0,4.09,0.22,-0.21,0,400,6,-6,0,0,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231110232M/abstract target=ref>Mann et al. 2023</a>,F0,5929.00,74.00,-74.00,0,1.08,0.03,-0.03,0,1.11,0.05,-0.06,0,0.168,0.055,-0.055,0,[Fe/H],4.42,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.07s,292.1669417,+53d29m14.53s,53.4873694,109.1900000,0.3220000,-0.3200000,9.8490000,0.0040000,-0.0040000,8.2810000,0.0160000,-0.0160000,9.6956800,0.0003200,-0.0003200,2023-11-29,2023-12,2023-11-29
TOI-2010 b,TOI-2010,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1134.67239633,0.00005085,-0.00005085,0,,,,,11.758,0.584,-0.584,0,1.049,0.052,-0.052,0,,,,,,,,,,,,,,8.63,,,0,437,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5842.00,129.23,-129.23,0,1.07,0.05,-0.05,0,,,,,,,,,,4.40,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.07s,292.1669417,+53d29m14.53s,53.4873694,109.1900000,0.3220000,-0.3200000,9.8490000,0.0040000,-0.0040000,8.2810000,0.0160000,-0.0160000,9.6956800,0.0003200,-0.0003200,2023-11-06,2017-07,2023-11-06
TOI-2018 b,TOI-2018,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,7.43556680,0.00003480,-0.00003480,0,,,,,2.451,0.399,-0.399,0,0.219,0.036,-0.036,0,,,,,,,,,,,,,,75.67,,,0,821,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4218.90,162.80,-162.80,0,0.62,0.08,-0.08,0,,,,,,,,,,4.67,0.13,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m20.99s,229.8374423,+29d12m28.36s,29.2078771,27.9956000,0.0214000,-0.0213000,10.2500000,0.0300000,-0.0300000,7.1040000,0.0170000,-0.0170000,9.7199900,0.0002710,-0.0002710,2023-06-27,2017-07,2023-06-27
TOI-2018 b,TOI-2018,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230608179D/abstract target=ref>Dai et al. 2023</a>,7.43558300,0.00002200,-0.00002200,0,,,,,2.268,0.069,-0.069,0,0.202,0.006,-0.006,0,9.20000,2.10000,-2.10000,0,0.02895,0.00661,-0.00661,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=DAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230608179D/abstract target=ref>Dai et al. 2023</a>,K V,4174.00,34.00,-42.00,0,0.62,0.01,-0.01,0,0.57,0.02,-0.02,0,-0.580,0.180,-0.180,0,[Fe/H],4.62,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m20.99s,229.8374423,+29d12m28.36s,29.2078771,27.9956000,0.0214000,-0.0213000,10.2500000,0.0300000,-0.0300000,7.1040000,0.0170000,-0.0170000,9.7199900,0.0002710,-0.0002710,2023-06-27,2023-06,2023-06-27
TOI-2084 b,TOI-2084,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,6.07842470,0.00000960,-0.00000960,0,0.050060,0.001030,-0.001030,0,2.470,0.130,-0.130,0,0.220,0.012,-0.012,0,,,,,,,,,,,,,,12.80,0.80,-0.80,0,527,8,-8,0,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,M2+/-0.5,3551.00,49.00,-52.00,0,0.47,0.01,-0.01,0,0.45,0.03,-0.03,0,-0.130,0.200,-0.200,0,[Fe/H],4.75,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h17m01.09s,259.2545389,+72d44m49.28s,72.7470231,114.5490000,0.3420000,-0.3390000,15.1150000,0.0650000,-0.0650000,11.1480000,0.0200000,-0.0200000,14.4096000,0.0004700,-0.0004700,2023-07-25,2023-06,2023-07-25
TOI-2084 b,TOI-2084,0,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,6.07840310,0.00006580,-0.00006580,0,,,,,2.074,0.165,-0.165,0,0.185,0.015,-0.015,0,,,,,,,,,,,,,,15.74,,,0,554,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3630.00,157.00,-157.00,0,0.47,0.01,-0.01,0,,,,,,,,,,4.77,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h17m01.09s,259.2545389,+72d44m49.28s,72.7470231,114.5490000,0.3420000,-0.3390000,15.1150000,0.0650000,-0.0650000,11.1480000,0.0200000,-0.0200000,14.4096000,0.0004700,-0.0004700,2023-12-04,2017-07,2023-12-04
TOI-2095 b,TOI-2095,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=QUINTANA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..195Q/abstract target=ref>Quintana et al. 2023</a>,17.66487200,0.00004500,-0.00005100,0,0.101000,0.008800,-0.008400,0,1.300,0.100,-0.100,0,0.116,0.009,-0.009,0,,,,,,,,,,0.120000,0.190000,-0.080000,0,3.23,0.64,-0.54,0,,,,,0,<a refstr=QUINTANA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..195Q/abstract target=ref>Quintana et al. 2023</a>,M0.5-1.0 V,3662.00,130.00,-130.00,0,0.45,0.03,-0.03,0,0.47,0.01,-0.01,0,-0.450,0.380,-0.380,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176000,0.0500000,-0.0500000,13.1900000,0.2000000,-0.2000000,8.9880000,0.0150000,-0.0150000,12.0940000,0.0004210,-0.0004210,2023-11-06,2023-11,2023-11-06
TOI-2095 b,TOI-2095,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,17.66484000,0.00007000,-0.00007000,0,0.101000,0.005000,-0.005000,0,1.250,0.070,-0.070,0,0.112,0.006,-0.006,0,4.10000,,,1,0.01290,,,1,Mass,0.000000,,,0,3.43,0.31,-0.31,0,347,9,-9,0,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,M2.5 V,3759.00,87.00,-87.00,0,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,-0.240,0.040,-0.040,0,[Fe/H],5.11,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176000,0.0500000,-0.0500000,13.1900000,0.2000000,-0.2000000,8.9880000,0.0150000,-0.0150000,12.0940000,0.0004210,-0.0004210,2023-08-22,2023-04,2023-08-22
TOI-2095 b,TOI-2095,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,17.66487870,0.00014050,-0.00014050,0,,,,,1.251,0.077,-0.077,0,0.112,0.007,-0.007,0,,,,,,,,,,,,,,3.28,,,0,375,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3746.00,157.00,-157.00,0,0.46,0.01,-0.01,0,,,,,,,,,,4.77,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176000,0.0500000,-0.0500000,13.1900000,0.2000000,-0.2000000,8.9880000,0.0150000,-0.0150000,12.0940000,0.0004210,-0.0004210,2023-05-03,2017-07,2023-05-03
TOI-2095 c,TOI-2095,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,28.17229080,0.00029360,-0.00029360,0,,,,,1.317,0.088,-0.088,0,0.117,0.008,-0.008,0,,,,,,,,,,,,,,2.45,,,0,348,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3746.00,157.00,-157.00,0,0.46,0.01,-0.01,0,,,,,,,,,,4.77,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176000,0.0500000,-0.0500000,13.1900000,0.2000000,-0.2000000,8.9880000,0.0150000,-0.0150000,12.0940000,0.0004210,-0.0004210,2023-05-03,2017-07,2023-05-03
TOI-2095 c,TOI-2095,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,28.17232000,0.00014000,-0.00014000,0,0.137000,0.006000,-0.006000,0,1.330,0.080,-0.080,0,0.119,0.007,-0.007,0,7.40000,,,1,0.02328,,,1,Mass,0.000000,,,0,1.84,0.17,-0.17,0,297,8,-8,0,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,M2.5 V,3759.00,87.00,-87.00,0,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,-0.240,0.040,-0.040,0,[Fe/H],5.11,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176000,0.0500000,-0.0500000,13.1900000,0.2000000,-0.2000000,8.9880000,0.0150000,-0.0150000,12.0940000,0.0004210,-0.0004210,2023-08-22,2023-04,2023-08-22
TOI-2095 c,TOI-2095,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=QUINTANA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..195Q/abstract target=ref>Quintana et al. 2023</a>,28.17220000,0.00011000,-0.00014000,0,0.138000,0.012000,-0.011000,0,1.390,0.110,-0.100,0,0.124,0.010,-0.009,0,,,,,,,,,,0.130000,0.180000,-0.090000,0,1.73,0.34,-0.28,0,,,,,0,<a refstr=QUINTANA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..195Q/abstract target=ref>Quintana et al. 2023</a>,M0.5-1.0 V,3662.00,130.00,-130.00,0,0.45,0.03,-0.03,0,0.47,0.01,-0.01,0,-0.450,0.380,-0.380,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176000,0.0500000,-0.0500000,13.1900000,0.2000000,-0.2000000,8.9880000,0.0150000,-0.0150000,12.0940000,0.0004210,-0.0004210,2023-11-07,2023-11,2023-11-07
TOI-2096 b,TOI-2096,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.11907156,0.00001287,-0.00001287,0,,,,,1.623,0.208,-0.208,0,0.145,0.019,-0.019,0,,,,,,,,,,,,,,10.08,,,0,455,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3285.00,157.00,-157.00,0,0.25,0.01,-0.01,0,,,,,,,,,,4.99,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m28.49s,151.6186989,+74d49m37.96s,74.8272107,48.4809000,0.0982000,-0.0978000,15.9200000,0.2000000,-0.2000000,11.0210000,0.0170000,-0.0170000,14.7736000,0.0003970,-0.0003970,2023-12-04,2017-07,2023-12-04
TOI-2096 b,TOI-2096,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POZUELOS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230308174P/abstract target=ref>Pozuelos et al. 2023</a>,3.11906330,0.00001000,-0.00000930,0,0.025000,0.001000,-0.001000,0,1.243,0.077,-0.072,0,0.111,0.007,-0.006,0,,,,,,,,,,0.150000,0.270000,-0.120000,0,9.40,0.20,-0.20,0,445,13,-13,0,0,<a refstr=POZUELOS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230308174P/abstract target=ref>Pozuelos et al. 2023</a>,M4,3300.00,50.00,-50.00,0,0.23,0.01,-0.01,0,0.23,0.01,-0.01,0,-0.030,0.200,-0.200,0,[Fe/H],5.05,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m28.49s,151.6186989,+74d49m37.96s,74.8272107,48.4809000,0.0982000,-0.0978000,15.9200000,0.2000000,-0.2000000,11.0210000,0.0170000,-0.0170000,14.7736000,0.0003970,-0.0003970,2023-03-28,2023-03,2023-03-28
TOI-2096 c,TOI-2096,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POZUELOS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230308174P/abstract target=ref>Pozuelos et al. 2023</a>,6.38784000,0.00001200,-0.00001200,0,0.040000,0.002000,-0.002000,0,1.914,0.095,-0.095,0,0.171,0.008,-0.008,0,,,,,,,,,,0.100000,0.170000,-0.060000,0,3.70,0.10,-0.20,0,349,10,-9,0,0,<a refstr=POZUELOS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230308174P/abstract target=ref>Pozuelos et al. 2023</a>,M4,3300.00,50.00,-50.00,0,0.23,0.01,-0.01,0,0.23,0.01,-0.01,0,-0.030,0.200,-0.200,0,[Fe/H],5.05,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m28.49s,151.6186989,+74d49m37.96s,74.8272107,48.4809000,0.0982000,-0.0978000,15.9200000,0.2000000,-0.2000000,11.0210000,0.0170000,-0.0170000,14.7736000,0.0003970,-0.0003970,2023-03-28,2023-03,2023-03-28
TOI-2096 c,TOI-2096,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,6.38782016,0.00001404,-0.00001404,0,,,,,2.041,0.185,-0.185,0,0.182,0.017,-0.017,0,,,,,,,,,,,,,,3.88,,,0,358,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3285.00,157.00,-157.00,0,0.25,0.01,-0.01,0,,,,,,,,,,4.99,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m28.49s,151.6186989,+74d49m37.96s,74.8272107,48.4809000,0.0982000,-0.0978000,15.9200000,0.2000000,-0.2000000,11.0210000,0.0170000,-0.0170000,14.7736000,0.0003970,-0.0003970,2023-12-04,2017-07,2023-12-04
TOI-2134 b,TOI-2134,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,9.22920640,0.00002320,-0.00002320,0,,,,,3.098,0.262,-0.262,0,0.276,0.023,-0.023,0,,,,,,,,,,,,,,25.73,,,0,627,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4406.00,123.34,-123.34,0,0.77,0.06,-0.06,0,,,,,,,,,,4.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202000,0.0160000,-0.0159000,8.9330000,0.0030000,-0.0030000,6.0910000,0.0170000,-0.0170000,8.5077000,0.0005110,-0.0005110,2023-04-10,2017-07,2023-04-10
TOI-2134 b,TOI-2134,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,9.22920050,0.00000630,-0.00000630,0,0.078000,0.000900,-0.000900,0,2.690,0.160,-0.160,0,0.240,0.014,-0.014,0,9.13000,0.78000,-0.76000,0,0.02873,0.00245,-0.00239,0,Mass,0.060000,0.030000,-0.040000,0,32.00,2.00,-2.00,0,666,8,-8,0,0,<a refstr=RESCIGNO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.3121R/abstract target=ref>Rescigno et al. 2023</a>,K5 V,4580.00,50.00,-50.00,0,0.71,0.02,-0.02,0,0.74,0.03,-0.03,0,0.120,0.020,-0.020,0,[Fe/H],4.80,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h07m44.52s,271.9355015,+39d04m22.54s,39.0729269,22.6202000,0.0160000,-0.0159000,8.9330000,0.0030000,-0.0030000,6.0910000,0.0170000,-0.0170000,8.5077000,0.0005110,-0.0005110,2023-11-28,2023-10,2023-11-28
